NO,Lon,Lat,lat,Alt,alt,Eco,flux,MAT,LAI,SOC,SWC,YN
543,100.35,38.9,3,1540,2,Cropland,140.2985714,8.197136571,0.429567978,1.12,0.073396612,NLT
544,118.9,37.7,3,NA,NAA,Wetland,850.67,13.92590268,4.802391304,0.46,0.381274683,NLT
545,104.73,35.47,3,2000,3,Cropland,718.15,7.367721005,0.420434783,0.65,0.064544592,NLT
546,113.22,28.29,2,NA,NAA,Wetland,111.69,18.12726622,1.112391304,1.12,0.419668155,NLT
547,122.28,53.39,5,NA,NAA,Forest,644.4683333,-4.225006009,2.317391305,0.74,0.100873123,LT
548,121.93,31.57,3,4,1,Wetland,3533.635,NaN,0.67578362,NA,0.473755206,
549,121.93,31.57,3,4,1,Forest,2924.61,NaN,0.67578362,NA,0.473755206,
550,121.93,31.57,3,4,1,Cropland,2352.64,NaN,0.67578362,NA,0.473755206,
551,109.88,18.74,1,930,1,Forest,1210.62,20.66044798,5.835,0.98,0.244071411,NLT
552,108.07,34.3,3,NA,NAA,Cropland,249.5,13.98999358,0.549565217,1.12,0.076070737,NLT
553,108,34.4,3,506,1,Cropland,167.69625,13.64999359,0.656304348,1.15,0.085850282,NLT
554,108.07,34.28,3,521,1,Cropland,308.9460318,14.80553902,0.606086957,1.12,0.090897532,NLT
555,108.67,34.3,3,521,1,Cropland,768.09,14.58544812,0.328913043,1.12,0.074564948,NLT
556,109.59,35.17,3,850,1,Cropland,156.4666667,13.77999359,0.545652174,1.12,0.077640823,NLT
557,108.17,34.5,3,NA,NAA,Cropland,704.3175,14.42999358,0.544782609,1.12,0.07888058,NLT
558,127.54,45.41,4,442,1,Forest,768.3083333,4.173327136,1.848623188,1.95,0.127312851,NLT
559,127.57,45.33,4,400,1,Cropland,438.35,3.229993824,2.455434783,0.74,0.101157107,LT
560,105.3,27.5,2,NA,NAA,Forest,1388.105,12.07999363,2.182826087,1.45,0.069783683,NLT
561,116.4,25.7,2,400,1,Forest,952,19.54999346,2.654239131,1.12,0.082403378,NLT
562,103,30.07,3,1026,2,Forest,966.4690206,10.32893306,3.305925177,1.45,0.090089614,NLT
563,117.45,26.17,2,300,1,Forest,768.6582755,20.63635707,4.516142568,1.24,0.07734538,NLT
564,111.5,33.45,3,NA,NAA,Forest,603.73,13.3049936,2.529673913,1.06,0.069773895,NLT
565,108.9,18.8,1,NA,NAA,Forest,414.77,18.94999347,6.811847826,1.24,0.602404823,NLT
566,110.98,34.52,3,NA,NAA,Cropland,910.73,14.95999356,0.513913043,0.36,0.084104539,NLT
567,119.72,30.23,3,NA,NAA,Forest,426.795,17.9749935,1.507282609,3.07,0.085428283,NLT
568,108.08,34.27,3,525,1,Cropland,797.7066667,14.32772085,0.557957533,1.12,0.082996976,NLT
569,119.58,30.32,3,NA,NAA,Forest,399.245,13.1399936,4.280222222,3.07,0.115493922,NLT
570,111.57,33.72,3,NA,NAA,Forest,1373.0075,8.719993702,2.744222222,0.74,0.049321569,NLT
571,120.17,31.35,3,NA,NAA,Wetland,145.84,17.8299935,1.148043478,0,NA,NLT
572,116.29,31.25,3,NA,NAA,Wetland,89.07,12.03999363,1.737391304,1.12,0.152125721,NLT
573,109.14,36.92,3,1371.9,2,Cropland,169.0763336,8.159993714,0.421304348,0.65,0.064933525,NLT
574,108.06,34.26,3,521,1,Cropland,296.9933813,13.98999358,0.549565217,1.12,0.076070737,NLT
575,109.9,19.88,1,25,1,Cropland,985.7136562,24.60226607,1.658043478,2.25,0.563910687,NLT
576,118.86,32.16,3,,NAA,Cropland,673.944009,16.68999353,0.754239131,0,NA,NLT
577,116.6,32.2,3,30,1,Cropland,274.7862201,16.08999354,1.436956522,1.12,0.192198044,NLT
578,113.83,34.56,3,75,1,Cropland,709.4663347,15.74599355,0.603217391,0.6,0.0545776,NLT
579,108.87,34.6,3,,NAA,Cropland,1206.51064,15.55999355,0.635217391,1.15,0.055376802,NLT
580,108.17,34.25,3,454.8,1,Cropland,580.7985789,13.71499359,0.597717391,0.6,0.087480439,NLT
581,106.4,29.8,2,266.3,1,Cropland,1421.011364,19.08999347,2.270217391,1.2,0.056423125,NLT
582,129.08,46.88,4,650,1,Forest,487.645068,0.199993892,2.71076087,0.74,0.075283821,LT
583,128.89,47.18,4,,NAA,Forest,1169.429936,1.251993869,2.990331401,0.74,0.090985018,LT
584,115,24.78,2,1350,2,Forest,1592.88336,19.26666013,1.943825282,1.24,0.099359655,NLT
585,121.78,29.8,2,,NAA,Forest,1409.160496,16.38499353,3.638532609,3.07,0.103505689,NLT
586,109.23,23.08,2,,NAA,Forest,1098.155113,21.03090252,4.364130435,0.98,0.14466356,NLT
587,102.6,29.24,2,1145,2,Forest,1069.593456,7.619993726,2.195652174,0.74,0.096660051,NLT
588,108.37,25.3,2,,NAA,Forest,1219.242417,16.5777208,2.642826087,1.2,0.069588219,NLT
589,106.87,21.87,2,,NAA,Forest,724.6908866,20.09999345,3.101304348,1,NA,NLT
590,103.26,29.54,2,1600,2,Forest,592.5084595,13.3099936,3.656304348,0.74,0.078726761,NLT
591,103.5,29.67,2,977.62,1,Forest,564.9927003,18.78999348,2.431304348,1.16,0.106577458,NLT
592,119.4,30.23,3,70,1,Forest,522.6134173,16.27953899,3.825652174,1.12,0.086777073,NLT
593,118.2,26.83,2,180,1,Forest,1061.903529,19.42272074,4.508695652,1.24,0.1141799,NLT
594,120.58,29.12,2,,NAA,Forest,1050.286251,14.79999357,4.124130435,3.07,0.106961124,NLT
595,92.02,31.44,3,,NAA,Grassland,334.7321658,0.239993891,0.205,0.7,0.12894227,LT
596,119.38,31.21,3,137.51,1,Wetland,115.7216506,15.93635718,1.306956522,0.74,0.342440495,NLT
597,119.38,31.2,3,137.51,1,Wetland,107.7155731,16.30181171,1.306956522,3.07,0.351299961,NLT
598,119.41,31.16,3,137.51,1,Wetland,54.25227272,14.91772084,1.698043478,0.53,0.339364469,NLT
599,119.43,31.16,3,137.51,1,Wetland,52.73873984,14.91772084,2.323695652,0.53,0.339364469,NLT
600,112.33,30.28,3,,NAA,Wetland,65.25569601,17.96999349,0.537391304,0.6,0.229674062,NLT
